Time	U1	Uc1	I2	U2
0.155300	-4.700000	-6.138351	-0.000675	-0.286370
0.155400	-4.600000	-6.043502	-0.000659	-0.288936
0.155500	-4.500000	-5.948284	-0.000642	-0.291437
0.155600	-4.400000	-5.852720	-0.000625	-0.293873
0.155700	-4.300000	-5.756834	-0.000608	-0.296244
0.155800	-4.200000	-5.660646	-0.000591	-0.298550
0.155900	-4.100000	-5.564175	-0.000574	-0.300791
0.156000	-4.000000	-5.467439	-0.000557	-0.302966
0.156100	-3.900000	-5.370456	-0.000540	-0.305075
0.156200	-3.800000	-5.273241	-0.000523	-0.307118
0.156300	-3.700000	-5.175809	-0.000505	-0.309095
0.156400	-3.600000	-5.078174	-0.000488	-0.311005
0.156500	-3.500000	-4.980350	-0.000471	-0.312850
0.156600	-3.400000	-4.882348	-0.000453	-0.314627
0.156700	-3.300000	-4.784179	-0.000436	-0.316338
0.156800	-3.200000	-4.685856	-0.000419	-0.317982
0.156900	-3.100000	-4.587386	-0.000401	-0.319559
0.157000	-3.000000	-4.488781	-0.000384	-0.321069
0.157100	-2.900000	-4.390048	-0.000366	-0.322512
0.157200	-2.800000	-4.291196	-0.000349	-0.323887
0.157300	-2.700000	-4.192232	-0.000331	-0.325196
0.157400	-2.600000	-4.093164	-0.000314	-0.326436
0.157500	-2.500000	-3.993998	-0.000296	-0.327610
0.157600	-2.400000	-3.894741	-0.000279	-0.328716
0.157700	-2.300000	-3.795398	-0.000261	-0.329754
0.157800	-2.200000	-3.695975	-0.000244	-0.330725
0.157900	-2.100000	-3.596478	-0.000226	-0.331628
0.158000	-2.000000	-3.496910	-0.000208	-0.332463
0.158100	-1.900000	-3.397277	-0.000191	-0.333231
0.158200	-1.800000	-3.297582	-0.000173	-0.333930
0.158300	-1.700000	-3.197830	-0.000156	-0.334563
0.158400	-1.600000	-3.098025	-0.000138	-0.335127
0.158500	-1.500000	-2.998169	-0.000120	-0.335623
0.158600	-1.400000	-2.898267	-0.000103	-0.336052
0.158700	-1.300000	-2.798320	-0.000085	-0.336413
0.158800	-1.200000	-2.698333	-0.000067	-0.336706
0.158900	-1.100000	-2.598307	-0.000050	-0.336932
0.159000	-1.000000	-2.498245	-0.000032	-0.337089
0.159100	-0.900000	-2.398149	-0.000015	-0.337179
0.159200	-0.800000	-2.298022	0.000003	-0.337201
0.159300	-0.700000	-2.197866	0.000021	-0.337156
0.159400	-0.600000	-2.097683	0.000038	-0.337043
0.159500	-0.500000	-1.997473	0.000056	-0.336862
0.159600	-0.400000	-1.897240	0.000073	-0.336614
0.159700	-0.300000	-1.796984	0.000091	-0.336298
0.159800	-0.200000	-1.696708	0.000108	-0.335915
0.159900	-0.100000	-1.596412	0.000126	-0.335464
0.160000	-0.000000	-1.496098	0.000143	-0.334946
0.160100	0.100000	-1.395766	0.000161	-0.334360
0.160200	0.200000	-1.295419	0.000178	-0.333707
0.160300	0.300000	-1.195057	0.000196	-0.332988
0.160400	0.400000	-1.094681	0.000213	-0.332200
0.160500	0.500000	-0.994292	0.000231	-0.331346
0.160600	0.600000	-0.893892	0.000248	-0.330425
0.160700	0.700000	-0.793480	0.000266	-0.329438
0.160800	0.800000	-0.693057	0.000283	-0.328383
0.160900	0.900000	-0.592625	0.000300	-0.327261
0.161000	1.000000	-0.492184	0.000318	-0.326073
0.161100	1.100000	-0.391735	0.000335	-0.324819
0.161200	1.200000	-0.291277	0.000352	-0.323498
0.161300	1.300000	-0.190813	0.000369	-0.322111
0.161400	1.400000	-0.090342	0.000387	-0.320657
0.161500	1.500000	0.010136	0.000404	-0.319137
0.161600	1.600000	0.110619	0.000421	-0.317552
0.161700	1.700000	0.211107	0.000438	-0.315900
0.161800	1.800000	0.311601	0.000455	-0.314183
0.161900	1.900000	0.412099	0.000472	-0.312400
0.162000	2.000000	0.512601	0.000489	-0.310551
0.162100	2.100000	0.613106	0.000506	-0.308638
0.162200	2.200000	0.713616	0.000523	-0.306658
0.162300	2.300000	0.814128	0.000540	-0.304614
0.162400	2.400000	0.914644	0.000557	-0.302505
0.162500	2.500000	1.015162	0.000574	-0.300331
0.162600	2.600000	1.115683	0.000591	-0.298092
0.162700	2.700000	1.216205	0.000607	-0.295788
0.162800	2.800000	1.316730	0.000624	-0.293421
0.162900	2.900000	1.417256	0.000641	-0.290988
0.163000	3.000000	1.517784	0.000657	-0.288492
0.163100	3.100000	1.618313	0.000674	-0.285932
0.163200	3.200000	1.718844	0.000691	-0.283308
0.163300	3.300000	1.819375	0.000707	-0.280620
0.163400	3.400000	1.919908	0.000724	-0.277869
0.163500	3.500000	2.020441	0.000740	-0.275055
0.163600	3.600000	2.120974	0.000756	-0.272177
0.163700	3.700000	2.221508	0.000773	-0.269237
0.163800	3.800000	2.322042	0.000789	-0.266234
0.163900	3.900000	2.422577	0.000805	-0.263168
0.164000	4.000000	2.523111	0.000821	-0.260039
0.164100	4.100000	2.623646	0.000838	-0.256849
0.164200	4.200000	2.724180	0.000854	-0.253596
0.164300	4.300000	2.824714	0.000870	-0.250282
0.164400	4.400000	2.925248	0.000886	-0.246906
0.164500	4.500000	3.025781	0.000902	-0.243468
0.164600	4.600000	3.126314	0.000918	-0.239970
0.164700	4.700000	3.226847	0.000933	-0.236410
0.164800	4.800000	3.327378	0.000949	-0.232789
0.164900	4.900000	3.427909	0.000965	-0.229108
0.165000	5.000000	3.528439	0.000981	-0.225366
0.165100	5.100000	3.628968	0.000996	-0.221564
0.165200	5.200000	3.729497	0.001012	-0.217702
0.165300	5.300000	3.830024	0.001027	-0.213781
0.165400	5.400000	3.930550	0.001043	-0.209799
0.165500	5.500000	4.031075	0.001058	-0.205759
0.165600	5.600000	4.131599	0.001074	-0.201659
0.165700	5.700000	4.232122	0.001089	-0.197501
0.165800	5.800000	4.332643	0.001104	-0.193284
0.165900	5.900000	4.433163	0.001119	-0.189008
0.166000	6.000000	4.533682	0.001134	-0.184674
0.166100	6.100000	4.634199	0.001149	-0.180282
0.166200	6.200000	4.734715	0.001164	-0.175833
0.166300	6.300000	4.835230	0.001179	-0.171326
0.166400	6.400000	4.935743	0.001194	-0.166762
0.166500	6.500000	5.036254	0.001209	-0.162141
0.166600	6.600000	5.136764	0.001224	-0.157464
0.166700	6.700000	5.237272	0.001238	-0.152730
0.166800	6.800000	5.337778	0.001253	-0.147939
0.166900	6.900000	5.438283	0.001267	-0.143093
0.167000	7.000000	5.538786	0.001282	-0.138191
0.167100	7.100000	5.639287	0.001296	-0.133234
0.167200	7.200000	5.739786	0.001310	-0.128222
0.167300	7.300000	5.840284	0.001325	-0.123155
0.167400	7.400000	5.940779	0.001339	-0.118033
0.167500	7.500000	6.041273	0.001353	-0.112857
0.167600	7.600000	6.141764	0.001367	-0.107627
0.167700	7.700000	6.242254	0.001381	-0.102343
0.167800	7.800000	6.342742	0.001395	-0.097005
0.167900	7.900000	6.443228	0.001408	-0.091615
0.168000	8.000000	6.543711	0.001422	-0.086171
0.168100	8.100000	6.644193	0.001436	-0.080675
0.168200	8.200000	6.744672	0.001449	-0.075127
0.168300	8.300000	6.845149	0.001463	-0.069527
0.168400	8.400000	6.945625	0.001476	-0.063874
0.168500	8.500000	7.046098	0.001490	-0.058171
0.168600	8.600000	7.146568	0.001503	-0.052416
0.168700	8.700000	7.247037	0.001516	-0.046611
0.168800	8.800000	7.347503	0.001529	-0.040755
0.168900	8.900000	7.447967	0.001542	-0.034848
0.169000	9.000000	7.548429	0.001555	-0.028892
0.169100	9.100000	7.648888	0.001568	-0.022886
0.169200	9.200000	7.749345	0.001581	-0.016831
0.169300	9.300000	7.849799	0.001593	-0.010727
0.169400	9.400000	7.950252	0.001606	-0.004574
0.169500	9.500000	8.050701	0.001619	0.001627
0.169600	9.600000	8.151149	0.001631	0.007876
0.169700	9.700000	8.251594	0.001643	0.014173
0.169800	9.800000	8.352036	0.001656	0.020517
0.169900	9.900000	8.452476	0.001668	0.026908
0.170000	10.000000	8.552913	0.001680	0.033346
0.170100	9.900000	8.646812	0.001691	0.039829
0.170200	9.800000	8.728195	0.001700	0.046352
0.170300	9.700000	8.797867	0.001708	0.052907
0.170400	9.600000	8.856584	0.001714	0.059489
0.170500	9.500000	8.905049	0.001719	0.066092
0.170600	9.400000	8.943922	0.001722	0.072709
0.170700	9.300000	8.973822	0.001724	0.079337
0.170800	9.200000	8.995325	0.001725	0.085971
0.170900	9.100000	9.008972	0.001725	0.092605
0.171000	9.000000	9.015269	0.001723	0.099235
0.171100	8.900000	9.014688	0.001721	0.105858
0.171200	8.800000	9.007672	0.001717	0.112469
0.171300	8.700000	8.994636	0.001713	0.119066
0.171400	8.600000	8.975967	0.001708	0.125645
0.171500	8.500000	8.952027	0.001702	0.132202
0.171600	8.400000	8.923155	0.001695	0.138735
0.171700	8.300000	8.889669	0.001688	0.145242
0.171800	8.200000	8.851866	0.001680	0.151718
0.171900	8.100000	8.810023	0.001671	0.158163
0.172000	8.000000	8.764401	0.001662	0.164573
0.172100	7.900000	8.715243	0.001652	0.170947
0.172200	7.800000	8.662776	0.001642	0.177282
0.172300	7.700000	8.607212	0.001631	0.183577
0.172400	7.600000	8.548752	0.001620	0.189829
0.172500	7.500000	8.487582	0.001608	0.196037
0.172600	7.400000	8.423875	0.001596	0.202200
0.172700	7.300000	8.357796	0.001584	0.208316
0.172800	7.200000	8.289496	0.001571	0.214382
0.172900	7.100000	8.219119	0.001558	0.220399
0.173000	7.000000	8.146798	0.001544	0.226365
0.173100	6.900000	8.072658	0.001530	0.232278
0.173200	6.800000	7.996816	0.001516	0.238137
0.173300	6.700000	7.919381	0.001502	0.243942
0.173400	6.600000	7.840457	0.001487	0.249691
0.173500	6.500000	7.760138	0.001472	0.255383
0.173600	6.400000	7.678515	0.001457	0.261018
0.173700	6.300000	7.595671	0.001442	0.266594
0.173800	6.200000	7.511685	0.001426	0.272110
0.173900	6.100000	7.426629	0.001411	0.277566
0.174000	6.000000	7.340574	0.001395	0.282962
0.174100	5.900000	7.253583	0.001379	0.288295
0.174200	5.800000	7.165716	0.001362	0.293567
0.174300	5.700000	7.077030	0.001346	0.298775
0.174400	5.600000	6.987576	0.001329	0.303920
0.174500	5.500000	6.897406	0.001313	0.309000
0.174600	5.400000	6.806563	0.001296	0.314016
0.174700	5.300000	6.715093	0.001279	0.318967
0.174800	5.200000	6.623034	0.001261	0.323852
0.174900	5.100000	6.530425	0.001244	0.328671
0.175000	5.000000	6.437302	0.001227	0.333423
0.175100	4.900000	6.343696	0.001209	0.338107
0.175200	4.800000	6.249639	0.001192	0.342725
0.175300	4.700000	6.155161	0.001174	0.347274
0.175400	4.600000	6.060287	0.001156	0.351755
0.175500	4.500000	5.965044	0.001138	0.356168
0.175600	4.400000	5.869455	0.001120	0.360511
0.175700	4.300000	5.773543	0.001102	0.364785
0.175800	4.200000	5.677327	0.001084	0.368990
0.175900	4.100000	5.580828	0.001066	0.373124
0.176000	4.000000	5.484064	0.001048	0.377188
0.176100	3.900000	5.387051	0.001029	0.381182
0.176200	3.800000	5.289806	0.001011	0.385105
0.176300	3.700000	5.192343	0.000992	0.388957
0.176400	3.600000	5.094677	0.000974	0.392737
0.176500	3.500000	4.996820	0.000955	0.396446
0.176600	3.400000	4.898784	0.000936	0.400084
0.176700	3.300000	4.800582	0.000918	0.403649
0.176800	3.200000	4.702224	0.000899	0.407142
0.176900	3.100000	4.603719	0.000880	0.410563
0.177000	3.000000	4.505077	0.000861	0.413911
0.177100	2.900000	4.406307	0.000842	0.417187
0.177200	2.800000	4.307418	0.000823	0.420390
0.177300	2.700000	4.208416	0.000804	0.423520
0.177400	2.600000	4.109308	0.000785	0.426576
0.177500	2.500000	4.010103	0.000766	0.429560
0.177600	2.400000	3.910805	0.000747	0.432470
0.177700	2.300000	3.811421	0.000728	0.435306
0.177800	2.200000	3.711956	0.000709	0.438068
0.177900	2.100000	3.612416	0.000689	0.440757
0.178000	2.000000	3.512805	0.000670	0.443372
0.178100	1.900000	3.413128	0.000651	0.445912
0.178200	1.800000	3.313388	0.000632	0.448379
0.178300	1.700000	3.213591	0.000612	0.450771
0.178400	1.600000	3.113739	0.000593	0.453089
0.178500	1.500000	3.013837	0.000574	0.455333
0.178600	1.400000	2.913886	0.000554	0.457502
0.178700	1.300000	2.813891	0.000535	0.459596
0.178800	1.200000	2.713855	0.000515	0.461616
0.178900	1.100000	2.613779	0.000496	0.463561
0.179000	1.000000	2.513667	0.000477	0.465431
0.179100	0.900000	2.413520	0.000457	0.467226
0.179200	0.800000	2.313342	0.000438	0.468947
0.179300	0.700000	2.213133	0.000418	0.470592
0.179400	0.600000	2.112896	0.000399	0.472163
0.179500	0.500000	2.012633	0.000379	0.473658
0.179600	0.400000	1.912346	0.000360	0.475079
0.179700	0.300000	1.812035	0.000340	0.476424
0.179800	0.200000	1.711703	0.000321	0.477694
0.179900	0.100000	1.611350	0.000301	0.478889
0.180000	0.000000	1.510979	0.000281	0.480009
0.180100	-0.100000	1.410590	0.000262	0.481054
0.180200	-0.200000	1.310184	0.000242	0.482024
0.180300	-0.300000	1.209763	0.000223	0.482919
0.180400	-0.400000	1.109327	0.000203	0.483738
0.180500	-0.500000	1.008878	0.000184	0.484482
0.180600	-0.600000	0.908417	0.000164	0.485151
0.180700	-0.700000	0.807943	0.000145	0.485745
0.180800	-0.800000	0.707458	0.000125	0.486264
0.180900	-0.900000	0.606963	0.000106	0.486708
0.181000	-1.000000	0.506459	0.000086	0.487076
0.181100	-1.100000	0.405945	0.000067	0.487370
0.181200	-1.200000	0.305423	0.000047	0.487589
0.181300	-1.300000	0.204893	0.000028	0.487732
0.181400	-1.400000	0.104356	0.000008	0.487801
0.181500	-1.500000	0.003812	-0.000011	0.487795
0.181600	-1.600000	-0.096738	-0.000031	0.487714
0.181700	-1.700000	-0.197294	-0.000050	0.487558
0.181800	-1.800000	-0.297856	-0.000070	0.487327
0.181900	-1.900000	-0.398423	-0.000089	0.487022
0.182000	-2.000000	-0.498995	-0.000108	0.486642
0.182100	-2.100000	-0.599571	-0.000128	0.486187
0.182200	-2.200000	-0.700151	-0.000147	0.485658
0.182300	-2.300000	-0.800735	-0.000167	0.485055
0.182400	-2.400000	-0.901322	-0.000186	0.484377
0.182500	-2.500000	-1.001913	-0.000205	0.483625
0.182600	-2.600000	-1.102506	-0.000224	0.482799
0.182700	-2.700000	-1.203103	-0.000244	0.481898
0.182800	-2.800000	-1.303701	-0.000263	0.480924
0.182900	-2.900000	-1.404302	-0.000282	0.479876
0.183000	-3.000000	-1.504906	-0.000301	0.478754
0.183100	-3.100000	-1.605511	-0.000320	0.477558
0.183200	-3.200000	-1.706118	-0.000340	0.476288
0.183300	-3.300000	-1.806726	-0.000359	0.474945
0.183400	-3.400000	-1.907336	-0.000378	0.473529
0.183500	-3.500000	-2.007947	-0.000397	0.472039
0.183600	-3.600000	-2.108559	-0.000416	0.470477
0.183700	-3.700000	-2.209172	-0.000435	0.468841
0.183800	-3.800000	-2.309786	-0.000454	0.467132
0.183900	-3.900000	-2.410400	-0.000473	0.465350
0.184000	-4.000000	-2.511015	-0.000492	0.463496
0.184100	-4.100000	-2.611631	-0.000510	0.461569
0.184200	-4.200000	-2.712247	-0.000529	0.459570
0.184300	-4.300000	-2.812863	-0.000548	0.457499
0.184400	-4.400000	-2.913479	-0.000567	0.455355
0.184500	-4.500000	-3.014096	-0.000585	0.453139
0.184600	-4.600000	-3.114712	-0.000604	0.450852
0.184700	-4.700000	-3.215328	-0.000623	0.448493
0.184800	-4.800000	-3.315945	-0.000641	0.446062
0.184900	-4.900000	-3.416561	-0.000660	0.443561
0.185000	-5.000000	-3.517176	-0.000678	0.440987
0.185100	-5.100000	-3.617791	-0.000697	0.438343
0.185200	-5.200000	-3.718406	-0.000715	0.435628
0.185300	-5.300000	-3.819020	-0.000733	0.432843
0.185400	-5.400000	-3.919634	-0.000752	0.429987
0.185500	-5.500000	-4.020247	-0.000770	0.427060
0.185600	-5.600000	-4.120859	-0.000788	0.424064
0.185700	-5.700000	-4.221470	-0.000806	0.420997
0.185800	-5.800000	-4.322081	-0.000824	0.417861
0.185900	-5.900000	-4.422690	-0.000843	0.414655
0.186000	-6.000000	-4.523299	-0.000861	0.411380
0.186100	-6.100000	-4.623907	-0.000879	0.408035
0.186200	-6.200000	-4.724514	-0.000896	0.404622
0.186300	-6.300000	-4.825119	-0.000914	0.401140
0.186400	-6.400000	-4.925724	-0.000932	0.397589
0.186500	-6.500000	-5.026327	-0.000950	0.393970
0.186600	-6.600000	-5.126929	-0.000968	0.390283
0.186700	-6.700000	-5.227530	-0.000985	0.386527
0.186800	-6.800000	-5.328130	-0.001003	0.382704
0.186900	-6.900000	-5.428728	-0.001020	0.378814
0.187000	-7.000000	-5.529325	-0.001038	0.374857
0.187100	-7.100000	-5.629920	-0.001055	0.370832
0.187200	-7.200000	-5.730515	-0.001072	0.366740
0.187300	-7.300000	-5.831107	-0.001090	0.362582
0.187400	-7.400000	-5.931698	-0.001107	0.358358
0.187500	-7.500000	-6.032288	-0.001124	0.354068
0.187600	-7.600000	-6.132875	-0.001141	0.349711
0.187700	-7.700000	-6.233462	-0.001158	0.345290
0.187800	-7.800000	-6.334046	-0.001175	0.340802
0.187900	-7.900000	-6.434629	-0.001192	0.336250
0.188000	-8.000000	-6.535211	-0.001209	0.331633
0.188100	-8.100000	-6.635790	-0.001226	0.326951
0.188200	-8.200000	-6.736368	-0.001242	0.322205
0.188300	-8.300000	-6.836943	-0.001259	0.317395
0.188400	-8.400000	-6.937517	-0.001275	0.312521
0.188500	-8.500000	-7.038090	-0.001292	0.307584
0.188600	-8.600000	-7.138660	-0.001308	0.302583
0.188700	-8.700000	-7.239228	-0.001325	0.297520
0.188800	-8.800000	-7.339794	-0.001341	0.292393
0.188900	-8.900000	-7.440359	-0.001357	0.287205
0.189000	-9.000000	-7.540921	-0.001373	0.281954
0.189100	-9.100000	-7.641481	-0.001389	0.276641
0.189200	-9.200000	-7.742040	-0.001405	0.271267
0.189300	-9.300000	-7.842596	-0.001421	0.265831
0.189400	-9.400000	-7.943150	-0.001437	0.260335
0.189500	-9.500000	-8.043701	-0.001453	0.254778
0.189600	-9.600000	-8.144251	-0.001468	0.249160
0.189700	-9.700000	-8.244799	-0.001484	0.243482
0.189800	-9.800000	-8.345344	-0.001499	0.237745
0.189900	-9.900000	-8.445887	-0.001515	0.231948
0.190000	-10.000000	-8.546427	-0.001530	0.226092
0.190100	-9.900000	-8.640429	-0.001545	0.220178
0.190200	-9.800000	-8.721916	-0.001557	0.214213
0.190300	-9.700000	-8.791693	-0.001568	0.208202
0.190400	-9.600000	-8.850513	-0.001578	0.202152
0.190500	-9.500000	-8.899082	-0.001585	0.196069
0.190600	-9.400000	-8.938061	-0.001592	0.189958
0.190700	-9.300000	-8.968065	-0.001597	0.183824
0.190800	-9.200000	-8.989673	-0.001601	0.177673
0.190900	-9.100000	-9.003425	-0.001604	0.171508
0.191000	-9.000000	-9.009827	-0.001606	0.165334
0.191100	-8.900000	-9.009352	-0.001607	0.159155
0.191200	-8.800000	-9.002442	-0.001607	0.152975
0.191300	-8.700000	-8.989512	-0.001606	0.146797
0.191400	-8.600000	-8.970949	-0.001604	0.140624
0.191500	-8.500000	-8.947115	-0.001601	0.134460
0.191600	-8.400000	-8.918350	-0.001598	0.128308
0.191700	-8.300000	-8.884970	-0.001594	0.122170
0.191800	-8.200000	-8.847274	-0.001589	0.116048
0.191900	-8.100000	-8.805538	-0.001584	0.109946
0.192000	-8.000000	-8.760023	-0.001578	0.103866
0.192100	-7.900000	-8.710972	-0.001571	0.097810
0.192200	-7.800000	-8.658612	-0.001564	0.091779
0.192300	-7.700000	-8.603156	-0.001557	0.085776
0.192400	-7.600000	-8.544803	-0.001549	0.079803
0.192500	-7.500000	-8.483741	-0.001541	0.073861
0.192600	-7.400000	-8.420142	-0.001532	0.067952
0.192700	-7.300000	-8.354170	-0.001523	0.062077
0.192800	-7.200000	-8.285978	-0.001513	0.056238
0.192900	-7.100000	-8.215709	-0.001503	0.050437
0.193000	-7.000000	-8.143496	-0.001493	0.044674
0.193100	-6.900000	-8.069464	-0.001483	0.038951
0.193200	-6.800000	-7.993730	-0.001472	0.033269
0.193300	-6.700000	-7.916404	-0.001461	0.027628
0.193400	-6.600000	-7.837588	-0.001450	0.022031
0.193500	-6.500000	-7.757378	-0.001438	0.016478
0.193600	-6.400000	-7.675863	-0.001426	0.010970
0.193700	-6.300000	-7.593128	-0.001414	0.005507
0.193800	-6.200000	-7.509250	-0.001402	0.000091
0.193900	-6.100000	-7.424304	-0.001390	-0.005277
0.194000	-6.000000	-7.338357	-0.001377	-0.010597
0.194100	-5.900000	-7.251474	-0.001364	-0.015868
0.194200	-5.800000	-7.163716	-0.001351	-0.021090
0.194300	-5.700000	-7.075139	-0.001338	-0.026261
0.194400	-5.600000	-6.985794	-0.001325	-0.031381
0.194500	-5.500000	-6.895732	-0.001311	-0.036450
0.194600	-5.400000	-6.804999	-0.001298	-0.041467
0.194700	-5.300000	-6.713637	-0.001284	-0.046432
0.194800	-5.200000	-6.621687	-0.001270	-0.051343
0.194900	-5.100000	-6.529187	-0.001256	-0.056201
0.195000	-5.000000	-6.436172	-0.001242	-0.061004
0.195100	-4.900000	-6.342675	-0.001228	-0.065753
0.195200	-4.800000	-6.248727	-0.001213	-0.070448
0.195300	-4.700000	-6.154357	-0.001199	-0.075087
0.195400	-4.600000	-6.059593	-0.001184	-0.079670
0.195500	-4.500000	-5.964458	-0.001170	-0.084197
0.195600	-4.400000	-5.868978	-0.001155	-0.088668
0.195700	-4.300000	-5.773174	-0.001140	-0.093082
0.195800	-4.200000	-5.677067	-0.001125	-0.097439
0.195900	-4.100000	-5.580676	-0.001110	-0.101738
0.196000	-4.000000	-5.484020	-0.001095	-0.105980
0.196100	-3.900000	-5.387115	-0.001080	-0.110163
0.196200	-3.800000	-5.289978	-0.001065	-0.114289
0.196300	-3.700000	-5.192624	-0.001050	-0.118355
0.196400	-3.600000	-5.095066	-0.001034	-0.122363
0.196500	-3.500000	-4.997317	-0.001019	-0.126312
0.196600	-3.400000	-4.899389	-0.001004	-0.130202
0.196700	-3.300000	-4.801295	-0.000988	-0.134032
0.196800	-3.200000	-4.703044	-0.000972	-0.137802
0.196900	-3.100000	-4.604647	-0.000957	-0.141512
0.197000	-3.000000	-4.506112	-0.000941	-0.145162
0.197100	-2.900000	-4.407450	-0.000925	-0.148752
0.197200	-2.800000	-4.308667	-0.000910	-0.152281
0.197300	-2.700000	-4.209772	-0.000894	-0.155750
0.197400	-2.600000	-4.110772	-0.000878	-0.159157
0.197500	-2.500000	-4.011673	-0.000862	-0.162503
0.197600	-2.400000	-3.912482	-0.000846	-0.165788
0.197700	-2.300000	-3.813204	-0.000830	-0.169012
0.197800	-2.200000	-3.713846	-0.000814	-0.172174
0.197900	-2.100000	-3.614412	-0.000798	-0.175274
0.198000	-2.000000	-3.514907	-0.000782	-0.178312
0.198100	-1.900000	-3.415335	-0.000766	-0.181289
0.198200	-1.800000	-3.315702	-0.000750	-0.184203
0.198300	-1.700000	-3.216010	-0.000733	-0.187055
0.198400	-1.600000	-3.116263	-0.000717	-0.189845
0.198500	-1.500000	-3.016466	-0.000701	-0.192572
0.198600	-1.400000	-2.916621	-0.000685	-0.195236
0.198700	-1.300000	-2.816731	-0.000668	-0.197838
0.198800	-1.200000	-2.716798	-0.000652	-0.200377
0.198900	-1.100000	-2.616827	-0.000636	-0.202853
0.199000	-1.000000	-2.516819	-0.000619	-0.205266
0.199100	-0.900000	-2.416776	-0.000603	-0.207616
0.199200	-0.800000	-2.316701	-0.000586	-0.209903
0.199300	-0.700000	-2.216596	-0.000570	-0.212126
0.199400	-0.600000	-2.116463	-0.000553	-0.214286
0.199500	-0.500000	-2.016303	-0.000537	-0.216383
0.199600	-0.400000	-1.916118	-0.000520	-0.218416
0.199700	-0.300000	-1.815909	-0.000504	-0.220386
0.199800	-0.200000	-1.715679	-0.000487	-0.222292
0.199900	-0.100000	-1.615429	-0.000471	-0.224135
0.200000	-0.000000	-1.515159	-0.000454	-0.225913
